name_ima,Expected,Catalog_predict,WildClip_predict,BioCLIP_predict
0_0_588c14c2-23d2-11e8-a6a3-ec086b02610b,dog,dog,deer,deer
0_0_588dbd4b-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,fox
0_0_588f65a5-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,empty
0_0_588f66a5-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,deer
0_0_5892b703-23d2-11e8-a6a3-ec086b02610b,dog,dog,deer,deer
0_0_58945f22-23d2-11e8-a6a3-ec086b02610b,dog,dog,bobcat,fox
0_0_58960903-23d2-11e8-a6a3-ec086b02610b,dog,dog,deer,coyote
0_0_589609d0-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,empty
0_0_58995842-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,empty
0_0_589cb491-23d2-11e8-a6a3-ec086b02610b,dog,dog,coyote,rabbit
0_0_589e65d8-23d2-11e8-a6a3-ec086b02610b,dog,dog,coyote,fox
0_0_58a022f4-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,fox
0_0_58a1c97b-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,fox
0_0_58a8a079-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,skunk
0_0_58aa58bf-23d2-11e8-a6a3-ec086b02610b,dog,dog,deer,deer
0_0_58b13052-23d2-11e8-a6a3-ec086b02610b,dog,dog,coyote,fox
0_0_58b132ab-23d2-11e8-a6a3-ec086b02610b,dog,dog,deer,fox
0_0_58b2f064-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,fox
0_0_58b4aa28-23d2-11e8-a6a3-ec086b02610b,dog,dog,bird,fox
0_0_58b4ab9d-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,rodent
0_0_58bb8a06-23d2-11e8-a6a3-ec086b02610b,dog,dog,coyote,fox
0_0_58c1c2ac-23d2-11e8-a6a3-ec086b02610b,dog,dog,coyote,fox
0_0_58c7f1a9-23d2-11e8-a6a3-ec086b02610b,dog,dog,deer,fox
0_0_58c97b5c-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,empty
0_0_58cfc98d-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,empty
0_0_58d16173-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,deer
0_0_58d47d95-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,fox
0_0_58d47f42-23d2-11e8-a6a3-ec086b02610b,dog,dog,coyote,coyote
0_0_58d6121d-23d2-11e8-a6a3-ec086b02610b,dog,dog,coyote,fox
0_0_58ddd55a-23d2-11e8-a6a3-ec086b02610b,dog,dog,coyote,rabbit
0_0_58ddd5ca-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,rodent
0_0_58df6a80-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,fox
0_0_58e40d6f-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,fox
0_0_58e59997-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,fox
0_0_58e7231e-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,deer
0_0_58f29670-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,fox
0_0_58f423e9-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,deer
0_0_58f5b097-23d2-11e8-a6a3-ec086b02610b,dog,dog,deer,deer
0_0_58f5b18e-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,fox
0_0_58f8cfa2-23d2-11e8-a6a3-ec086b02610b,dog,dog,bird,skunk
0_0_5900a304-23d2-11e8-a6a3-ec086b02610b,dog,dog,deer,deer
0_0_59055fee-23d2-11e8-a6a3-ec086b02610b,dog,dog,coyote,deer
0_0_590d2ab1-23d2-11e8-a6a3-ec086b02610b,dog,dog,coyote,deer
0_0_591048c8-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,deer
0_0_5911d97b-23d2-11e8-a6a3-ec086b02610b,dog,dog,deer,coyote
0_0_5911d97f-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,fox
0_0_5913676e-23d2-11e8-a6a3-ec086b02610b,dog,dog,coyote,fox
0_0_5914f068-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,fox
0_0_5914f155-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,empty
0_0_5914f165-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,bird
0_0_59167c51-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,fox
0_0_59199601-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,empty
0_0_591b2336-23d2-11e8-a6a3-ec086b02610b,dog,dog,deer,deer
0_0_591e40e9-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,fox
0_0_59260d12-23d2-11e8-a6a3-ec086b02610b,dog,dog,deer,deer
0_0_59279b51-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,coyote
0_0_592930a0-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,coyote
0_0_592de4cd-23d2-11e8-a6a3-ec086b02610b,dog,dog,bobcat,bobcat
0_0_592de5d8-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,skunk
0_0_59328a21-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,cat
0_0_59328d50-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,deer
0_0_5937331f-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,deer
0_0_593bdda8-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,fox
0_0_593d67bd-23d2-11e8-a6a3-ec086b02610b,dog,dog,coyote,fox
0_0_593ef682-23d2-11e8-a6a3-ec086b02610b,dog,dog,coyote,fox
0_0_593ef834-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,empty
0_0_5940851a-23d2-11e8-a6a3-ec086b02610b,dog,dog,deer,fox
0_0_59420f1a-23d2-11e8-a6a3-ec086b02610b,dog,dog,bird,fox
0_0_59452b46-23d2-11e8-a6a3-ec086b02610b,dog,dog,bobcat,fox
0_0_59452e3f-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,deer
0_0_5946bac7-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,fox
0_0_594845bd-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,rodent
0_0_5979bb65-23d2-11e8-a6a3-ec086b02610b,dog,dog,coyote,fox
0_0_597b470d-23d2-11e8-a6a3-ec086b02610b,dog,dog,car,deer
0_0_597b4778-23d2-11e8-a6a3-ec086b02610b,dog,dog,coyote,fox
0_0_59830731-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,rodent
0_0_598de954-23d2-11e8-a6a3-ec086b02610b,dog,dog,bird,rodent
0_0_5991054c-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,coyote
0_0_59941fe6-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,coyote
0_0_5995afe0-23d2-11e8-a6a3-ec086b02610b,dog,dog,car,deer
0_0_59973dba-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,empty
0_0_59a94da8-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,deer
0_0_59ac6c13-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,empty
0_0_59af98ae-23d2-11e8-a6a3-ec086b02610b,dog,dog,car,fox
0_0_59b12e8e-23d2-11e8-a6a3-ec086b02610b,dog,dog,deer,rodent
0_0_59b61397-23d2-11e8-a6a3-ec086b02610b,dog,dog,bird,rabbit
0_0_59b7a9bd-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,rabbit
0_0_59d41b44-23d2-11e8-a6a3-ec086b02610b,dog,dog,coyote,rabbit
0_0_59e91949-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,deer
0_0_59e91aa7-23d2-11e8-a6a3-ec086b02610b,dog,dog,bird,empty
0_0_59edf2b6-23d2-11e8-a6a3-ec086b02610b,dog,dog,bird,fox
0_0_59f2c4d8-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,rabbit
0_0_59fae4d5-23d2-11e8-a6a3-ec086b02610b,dog,dog,bird,rabbit
0_0_59fe21cc-23d2-11e8-a6a3-ec086b02610b,dog,dog,badger,rodent
0_0_5a0492e9-23d2-11e8-a6a3-ec086b02610b,dog,dog,bird,cat
0_0_5a116c8b-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,deer
0_0_5a116d89-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,fox
0_0_5a2310e9-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,cat
0_0_5a24a79a-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,fox
0_0_5a26396c-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,fox
0_1_5858c117-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,rodent
0_1_5858c246-23d2-11e8-a6a3-ec086b02610b,dog,dog,coyote,fox
0_1_5860ef4e-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,fox
0_1_586435f8-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,coyote
0_1_586c87b7-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,fox
0_1_588a669d-23d2-11e8-a6a3-ec086b02610b,dog,dog,bird,rodent
0_1_5897b2ef-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,skunk
0_1_58a8a079-23d2-11e8-a6a3-ec086b02610b,dog,dog,bobcat,rabbit
0_1_58d7a308-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,skunk
0_1_58d7a3ca-23d2-11e8-a6a3-ec086b02610b,dog,dog,bobcat,skunk
0_1_58ddd55a-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,deer
0_1_58e9384e-23d2-11e8-a6a3-ec086b02610b,dog,dog,coyote,rabbit
0_1_58ef70f9-23d2-11e8-a6a3-ec086b02610b,dog,dog,bird,rodent
0_1_58f4244d-23d2-11e8-a6a3-ec086b02610b,dog,dog,deer,fox
0_1_58f5b025-23d2-11e8-a6a3-ec086b02610b,dog,dog,rabbit,raccoon
0_1_58f8cf89-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,cat
0_1_58fbee7f-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,fox
0_1_58fd7c23-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,fox
0_1_5900a15b-23d2-11e8-a6a3-ec086b02610b,dog,dog,deer,fox
0_1_5906effd-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,rabbit
0_1_590ebd0b-23d2-11e8-a6a3-ec086b02610b,dog,dog,bird,fox
0_1_5914ef87-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,fox
0_1_592165ac-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,fox
0_1_592abfd9-23d2-11e8-a6a3-ec086b02610b,dog,dog,bird,badger
0_1_592de671-23d2-11e8-a6a3-ec086b02610b,dog,dog,deer,deer
0_1_59439ee1-23d2-11e8-a6a3-ec086b02610b,dog,dog,bird,skunk
0_1_5948464d-23d2-11e8-a6a3-ec086b02610b,dog,dog,rabbit,rabbit
0_1_59b12fa7-23d2-11e8-a6a3-ec086b02610b,dog,dog,bird,rabbit
0_1_59b7a9bd-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,deer
0_1_59e91949-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,deer
0_1_5a049487-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,cat
0_1_5a116d89-23d2-11e8-a6a3-ec086b02610b,dog,dog,bobcat,cat
0_1_5a197c83-23d2-11e8-a6a3-ec086b02610b,dog,dog,car,bird
0_1_5a1cb06d-23d2-11e8-a6a3-ec086b02610b,dog,dog,cat,fox
0_1_5a24aa4c-23d2-11e8-a6a3-ec086b02610b,dog,dog,coyote,skunk
0_2_591e40e9-23d2-11e8-a6a3-ec086b02610b,dog,dog,bird,fox
2_2_5a02fc61-23d2-11e8-a6a3-ec086b02610b,dog,dog,empty,deer
1_0_58823eed-23d2-11e8-a6a3-ec086b02610b,empty,empty,bird,fox
1_0_5949ce1e-23d2-11e8-a6a3-ec086b02610b,empty,empty,bird,rabbit
1_0_59adfd41-23d2-11e8-a6a3-ec086b02610b,empty,empty,car,dog
0_0_5858c122-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,dog
0_0_5858c158-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_5858c2fa-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_585a659f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_585c03ac-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_585c03d7-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_585c03e3-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_585c0484-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_585c05aa-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_585c0641-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,bird
0_0_585c067e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_585da91c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_585daa1e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_585dab3e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_585dab9a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_585dabf9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_585f4cec-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,badger
0_0_585f4d41-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_585f4d72-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rabbit,fox
0_0_585f4e27-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_585f4e50-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_585f4f2d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_5860ecc8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5860ee1a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5860f03f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5860f050-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5860f08d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58629198-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_586291e0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_586292b1-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,dog
0_0_586293d5-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_586293ff-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,fox
0_0_58629447-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_586435c6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_5865e257-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5865e39e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,raccoon
0_0_5865e47e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5865e555-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,rabbit
0_0_5865e568-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_58678cf4-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58678d47-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,dog
0_0_58678da8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_58678f29-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_58693413-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_5869348e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_586935b0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_586936f0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,dog
0_0_58693775-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_586addf6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,squirrel,skunk
0_0_586ade53-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_586adf69-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_586ae08f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,rabbit
0_0_586c867a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_586c86f4-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,dog
0_0_586c885b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,rodent
0_0_586c88a9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rabbit,raccoon
0_0_586c8952-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_586e2db2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_586e2e4d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,dog
0_0_586e2e59-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_586e2fd2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_586e3030-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_586e306f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_586e308d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_586fdbed-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_586fdc1d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_586fdc32-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_586fdc4d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_586fdcbc-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_586fddc5-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rabbit,raccoon
0_0_586fddc7-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_586fddef-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_587183f4-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,fox
0_0_58718504-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_58718632-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58718665-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_58718700-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rabbit,skunk
0_0_58732dd3-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58732f48-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58732fa5-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5874d3c6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5874d47f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5874d4f6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_5874d5b0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5874d654-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_5874d6b3-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5874d6e9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58768050-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_5876809d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,rabbit
0_0_58782ad1-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58782aed-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58782b63-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,dog,badger
0_0_5879d1a2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_5879d1e3-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5879d2b7-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rabbit,badger
0_0_5879d31b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5879d359-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_5879d393-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_587b7db7-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_587b7e33-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_587b7faf-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_587d4097-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_587d40aa-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,fox
0_0_587d4214-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_587d4216-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_587eea55-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_587eea8d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_587eebbb-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_587eecb2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_587eedeb-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58809624-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58809666-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_588096a0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58823bbe-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58823c85-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_58823c9a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5883e841-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_5883e8ff-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_5883e97b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_5883e994-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58857c56-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5887178f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_58871907-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_588719e1-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_5888bd25-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_5888bee1-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_588a65ae-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_588a666d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_588a6672-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,cat,dog
0_0_588a68cd-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_588a6926-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_588c124e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_588c12b3-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_588c13d2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_588c146c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,cat,fox
0_0_588c1525-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,badger
0_0_588dba73-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_588dba7d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_588dba90-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_588dbbe5-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_588dbc4b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,squirrel,badger
0_0_588f6556-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,fox,fox
0_0_588f65de-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_588f66e0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,rabbit
0_0_588f681b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_588f6846-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58910d2e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58910ea4-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_58910ecc-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_58910f95-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58911059-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_589110cb-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_5892b69d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58946013-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_589461e3-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_589462ce-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_589608e9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_589609ee-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,dog,dog
0_0_58960a15-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5897afc7-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5897b15e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_5897b199-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5897b19a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,skunk
0_0_5899587f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_589958a1-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_589958db-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_589959fd-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,badger
0_0_58995ac8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_58995b19-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58995bb4-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_589b00fe-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
